iter	Logloss
395	0.1368720667
396	0.1368315518
397	0.1368012399
398	0.136775245
399	0.1367493647
400	0.1367285148
401	0.1366870377
402	0.136663362
403	0.1366427393
404	0.1366337892
405	0.1366045583
406	0.1365807923
407	0.1365545424
408	0.1365343188
409	0.1365015221
410	0.1364777509
411	0.1364503385
412	0.1364281567
413	0.1364079444
414	0.13638597
415	0.1363695153
416	0.1363469327
417	0.1363167864
418	0.136290658
419	0.1362558068
420	0.1362262948
421	0.1361993751
422	0.1361680307
423	0.1361428731
424	0.1361168106
425	0.1360990024
426	0.1360734032
427	0.136017479
428	0.1359895191
429	0.1359632285
430	0.1359262525
431	0.1358989216
432	0.1358813928
433	0.1358594019
434	0.1358514218
435	0.1358249489
436	0.1358071129
437	0.1357807754
438	0.1357535946
439	0.1357273586
440	0.1357038217
441	0.1356749109
442	0.1356644147
443	0.1356470924
444	0.1356145498
445	0.1355846951
446	0.135559895
447	0.1355376959
448	0.1355067983
449	0.1354772672
450	0.1354617832
451	0.1354571503
452	0.13543089
453	0.1354140604
454	0.1353902554
455	0.1353687001
456	0.1353501431
457	0.1353196134
458	0.1352907416
459	0.1352567554
460	0.1352265415
461	0.1351960248
462	0.1351847036
463	0.1351612751
464	0.1351305172
465	0.1351022042
466	0.1350744117
467	0.1350640431
468	0.1350419889
469	0.1350018436
470	0.1349792932
471	0.1349557944
472	0.1349348741
473	0.1349052858
474	0.1348846683
475	0.1348630357
476	0.1348435192
477	0.1348214589
478	0.1347888643
479	0.1347624418
480	0.1347406834
481	0.1347208659
482	0.1347110204
483	0.1346785308
484	0.1346619242
485	0.1346403264
486	0.134621589
487	0.1345966327
488	0.1345672898
489	0.1345378203
490	0.1345064412
491	0.1344836946
492	0.1344601126
493	0.1344391073
494	0.134409964
495	0.134377791
496	0.1343359462
497	0.1343083984
498	0.1342774366
499	0.1342532498
500	0.1342458423
501	0.1342265991
502	0.1342048694
503	0.1341830902
504	0.1341486416
505	0.1341320081
506	0.1341090802
507	0.1340797122
508	0.1340679736
509	0.134044448
510	0.134025472
511	0.1339949579
512	0.1339719892
513	0.1339389123
514	0.1339130285
515	0.13389304
516	0.1338712157
517	0.1338484996
518	0.1338292928
519	0.133821166
520	0.1338007229
521	0.1337787165
522	0.1337634876
523	0.1337509335
524	0.1337180301
525	0.1336962379
526	0.1336743728
527	0.1336454455
528	0.1336123581
529	0.1335894849
530	0.1335693351
531	0.1335415417
532	0.1335043905
533	0.1334814349
534	0.1334531323
535	0.1334523471
536	0.1334260452
537	0.1334064003
538	0.1333869393
539	0.1333654386
540	0.1333475298
541	0.1333465823
542	0.133317262
543	0.1332971183
544	0.1332721351
545	0.1332394251
546	0.1332214703
547	0.1331960827
548	0.1331725545
549	0.1331550794
550	0.133138249
551	0.1331289935
552	0.1331029284
553	0.1330761745
554	0.1330538409
555	0.1330364925
556	0.1330193194
557	0.1330004145
558	0.1329746731
559	0.1329569568
560	0.1329367619
561	0.1329095741
562	0.1328892776
563	0.1328702522
564	0.1328448361
565	0.1328160181
566	0.1327981457
567	0.1327841722
568	0.1327486243
569	0.1327244098
570	0.132698212
571	0.1326766532
572	0.1326542884
573	0.1326376826
574	0.1326046039
575	0.1325837644
576	0.1325680071
577	0.1325500697
578	0.1325055908
579	0.1324723168
580	0.1324620923
581	0.1324477518
582	0.1324403599
583	0.132415971
584	0.1323801646
585	0.1323590526
586	0.1323404228
587	0.1323232713
588	0.1322987775
589	0.1322617712
590	0.132234383
591	0.1321973394
592	0.1321791624
593	0.1321563491
594	0.1321389833
595	0.13210623
596	0.1320860151
597	0.1320507578
598	0.1320285579
599	0.1320087334
600	0.1319854853
601	0.13196296
602	0.1319459864
603	0.131927197
604	0.1319032922
605	0.1318809552
606	0.1318622473
607	0.1318420497
608	0.1318086595
609	0.1317975604
610	0.1317756467
611	0.1317506861
612	0.1317234211
613	0.1317051826
614	0.1316808449
615	0.13165122
616	0.1316311162
617	0.1316059655
618	0.1315879057
619	0.1315718778
620	0.1315529443
621	0.1315315295
622	0.1315105763
623	0.1314989566
624	0.1314744758
625	0.1314470555
626	0.1314184449
627	0.1313982976
628	0.1313804886
629	0.1313617087
630	0.1313325133
631	0.131324901
632	0.1313086371
633	0.1312794964
634	0.1312647768
635	0.1312310379
636	0.1312074637
637	0.1311949321
638	0.1311768012
639	0.1311523333
640	0.1311317428
641	0.1311257017
642	0.1311037022
643	0.1310843661
644	0.1310630988
645	0.1310373166
646	0.1310080735
647	0.1309838355
648	0.1309740873
649	0.1309502076
650	0.130922908
651	0.13090325
652	0.130872336
653	0.1308517124
654	0.1308323521
655	0.1308118205
656	0.1307958681
657	0.1307695757
658	0.1307493208
659	0.1307479743
660	0.1307281377
661	0.1307058336
662	0.1306859944
663	0.1306630049
664	0.1306417914
665	0.1306169366
666	0.1306032121
667	0.1305768174
668	0.1305607617
669	0.1305411567
670	0.13051444
671	0.1304959863
672	0.1304764004
673	0.1304531515
674	0.1304354431
675	0.1304236959
676	0.1303950766
677	0.1303609351
678	0.1303426714
679	0.1303140322
680	0.1303075981
681	0.1302855942
682	0.1302645933
683	0.1302391121
684	0.1302163516
685	0.1301762515
686	0.1301524786
687	0.1301357037
688	0.1301169125
689	0.1300951654
690	0.1300801751
691	0.1300493148
692	0.1300180997
693	0.1300160349
694	0.1299956568
695	0.1299791179
696	0.1299607926
697	0.129950719
698	0.1299269522
699	0.1299074192
700	0.1298760132
701	0.1298727371
702	0.1298474243
703	0.1298297713
704	0.1298060435
705	0.1297877833
706	0.1297687041
707	0.1297461692
708	0.1297104825
709	0.1296907856
710	0.1296737677
711	0.1296436657
712	0.1296247505
713	0.1295998827
714	0.1295948385
715	0.1295812043
716	0.1295648874
717	0.1295545778
718	0.1295390835
719	0.1295188235
720	0.1294938975
721	0.1294657337
722	0.129443912
723	0.1294251911
724	0.1294020359
725	0.1293756099
726	0.1293482565
727	0.1293291442
728	0.1293149192
729	0.129287138
730	0.1292774904
731	0.129255575
732	0.1292369937
733	0.1292194128
734	0.1292076986
735	0.1291798359
736	0.1291431818
737	0.1291321816
738	0.1291141573
739	0.1291029099
740	0.1290809225
741	0.1290530745
742	0.1290415606
743	0.1290142688
744	0.1289944157
745	0.1289868936
746	0.128960989
747	0.1289534271
748	0.1289389071
749	0.1289160651
750	0.1289016032
751	0.1288776246
752	0.12885022
753	0.1288294481
754	0.1288270214
755	0.1288117266
756	0.1287885237
757	0.1287570926
758	0.1287300879
759	0.1287020056
760	0.1286852637
761	0.1286655555
762	0.1286370212
763	0.1286279115
764	0.1286054408
765	0.1285919081
766	0.1285691442
767	0.1285402412
768	0.1285258531
769	0.1284952097
770	0.1284731902
771	0.1284482477
772	0.1284239942
773	0.1283935096
774	0.128381437
775	0.1283541078
776	0.128334751
777	0.1283163754
778	0.1282947133
779	0.1282741809
780	0.1282547789
781	0.1282400124
782	0.1282165779
783	0.1282038208
784	0.1281835452
785	0.128152684
786	0.1281358926
787	0.1281248655
788	0.1280972093
789	0.1280827448
790	0.1280558789
791	0.1280375866
792	0.1280150977
793	0.1279975619
794	0.1279780844
795	0.127948811
796	0.1279323172
797	0.1278997755
798	0.127889544
799	0.1278654978
800	0.1278441142
801	0.1278250896
802	0.1278061353
803	0.1277869208
804	0.1277759795
805	0.1277744925
806	0.1277553308
807	0.1277452832
808	0.1277227414
809	0.1276931166
810	0.1276755166
811	0.1276624299
812	0.1276409569
813	0.1276226264
814	0.1276039116
815	0.1275853894
816	0.1275740317
817	0.1275585616
818	0.127532428
819	0.1275109273
820	0.1274967248
821	0.1274856014
822	0.1274639021
823	0.1274397196
824	0.1274197225
825	0.1274044286
826	0.127399826
827	0.1273736247
828	0.1273612893
829	0.1273475396
830	0.1273426091
831	0.1273175504
832	0.1272921178
833	0.1272682443
834	0.1272435135
835	0.127227175
836	0.1272102439
837	0.1271946524
838	0.1271686004
839	0.1271495012
840	0.1271342558
841	0.1271121817
842	0.1270980347
843	0.1270833741
844	0.1270662062
845	0.1270447012
846	0.1270441242
847	0.127032659
848	0.1270197986
849	0.1270140934
850	0.1269954609
851	0.1269819247
852	0.126967501
853	0.1269649243
854	0.1269523676
855	0.126935938
856	0.1269162514
857	0.1269040487
858	0.126884947
859	0.1268685434
860	0.126858088
861	0.1268514223
862	0.1268282272
863	0.1268086101
864	0.1267921883
865	0.1267761638
866	0.1267586202
867	0.1267365357
868	0.1267328215
869	0.1267010511
870	0.1266748854
871	0.1266523566
872	0.1266366011
873	0.1266230372
874	0.1266004815
875	0.1265726144
876	0.1265525114
877	0.1265277607
878	0.1265074712
879	0.1264994867
880	0.1264877664
881	0.1264670657
882	0.1264527486
883	0.1264306432
884	0.1264193212
885	0.1263926054
886	0.1263764499
887	0.1263493654
888	0.1263350536
889	0.1263137342
890	0.1262948502
891	0.1262801037
892	0.126269815
893	0.126250924
894	0.1262287926
895	0.1262120775
896	0.1261979392
897	0.1261884989
898	0.1261676759
899	0.1261615307
900	0.1261328264
901	0.1261120996
902	0.1260908149
903	0.1260682523
904	0.1260482439
905	0.1260434973
906	0.1260282355
907	0.1260108099
908	0.1259868469
909	0.1259767924
910	0.1259487032
911	0.1259348217
912	0.1259140151
913	0.1258830655
914	0.1258402585
915	0.1258299046
916	0.1258194336
917	0.1258051279
918	0.1257827761
919	0.125779389
920	0.1257646833
921	0.1257394893
922	0.1257295597
923	0.1257074491
924	0.1256878371
925	0.1256703985
926	0.1256553753
927	0.1256454414
928	0.1256273416
929	0.1256053065
930	0.1255859835
931	0.1255636291
932	0.1255473149
933	0.1255326543
934	0.1255271199
935	0.1255044506
936	0.1254897874
937	0.125470893
938	0.1254524575
939	0.1254334954
940	0.125414325
941	0.1253968049
942	0.1253718876
943	0.1253524197
944	0.1253260336
945	0.1253203413
946	0.1252981717
947	0.1252876643
948	0.1252781086
949	0.1252609233
950	0.125239866
951	0.1252275184
952	0.125212975
953	0.1252019808
954	0.1251828556
955	0.125166321
956	0.1251515685
957	0.1251360793
958	0.1251178885
959	0.125108876
960	0.1251038656
961	0.125086545
962	0.1250781554
963	0.1250604894
964	0.1250376744
965	0.1250353917
966	0.1250185457
967	0.1250042451
968	0.1249965366
969	0.1249820625
970	0.1249762843
971	0.1249460444
972	0.124932405
973	0.1249213215
974	0.1249061377
975	0.1248875496
976	0.124872745
977	0.1248540492
978	0.1248406215
979	0.1248272137
980	0.1248106305
981	0.1247971976
982	0.1247765601
983	0.1247507319
984	0.124730006
985	0.1247084263
986	0.1246995647
987	0.1246791
988	0.1246586716
989	0.1246432528
990	0.1246288273
991	0.124621399
992	0.1246000675
993	0.1245926842
994	0.1245712478
995	0.1245509765
996	0.124534074
997	0.1245177719
998	0.1244961264
999	0.1244784136
1000	0.124455523
1001	0.1244372862
1002	0.1244124627
1003	0.1243852523
1004	0.1243757045
1005	0.1243507482
1006	0.1243333694
1007	0.124313931
1008	0.1242919393
1009	0.1242820669
1010	0.1242684674
1011	0.1242562404
1012	0.124247869
1013	0.1242257454
1014	0.1242061421
1015	0.1241851074
1016	0.1241719043
1017	0.1241462817
1018	0.124127468
1019	0.1241195147
1020	0.1241056428
1021	0.1240854287
1022	0.1240602998
1023	0.1240450657
1024	0.1240201528
1025	0.1240059251
1026	0.123988195
1027	0.1239591133
1028	0.1239296837
1029	0.1239031787
1030	0.1238851163
1031	0.1238623559
1032	0.1238500421
1033	0.1238320266
1034	0.1238180982
1035	0.1237926292
1036	0.1237698635
1037	0.1237506802
1038	0.1237359233
1039	0.1237222926
1040	0.1237074194
1041	0.1236821647
1042	0.1236518379
1043	0.1236489732
1044	0.1236299772
1045	0.1236083976
1046	0.123588115
1047	0.1235637625
1048	0.1235411522
1049	0.1235238437
1050	0.1235029356
1051	0.1234895443
1052	0.1234703627
1053	0.1234581687
1054	0.1234271479
1055	0.1234043501
1056	0.1233881895
1057	0.1233696811
1058	0.123352351
1059	0.1233379055
1060	0.1233170677
1061	0.123292704
1062	0.1232757104
1063	0.1232611418
1064	0.123242374
1065	0.1232257136
1066	0.1232037358
1067	0.1231854816
1068	0.12315788
1069	0.1231399304
1070	0.1231266684
1071	0.1231113649
1072	0.1230927464
1073	0.1230721992
1074	0.1230616874
1075	0.123047163
1076	0.1230141746
1077	0.1230025254
1078	0.1229821239
1079	0.122954374
1080	0.1229407745
1081	0.1229200685
1082	0.1229041204
1083	0.1228946263
1084	0.122875168
1085	0.1228580287
1086	0.1228379456
1087	0.1228201392
1088	0.1228035907
1089	0.1227834504
1090	0.1227635409
1091	0.1227498529
1092	0.122732822
1093	0.1227171602
1094	0.1226958582
1095	0.1226745128
1096	0.1226541739
1097	0.1226380123
1098	0.1226273323
1099	0.1226171832
1100	0.1226053232
1101	0.1225909758
1102	0.1225729463
1103	0.1225576238
1104	0.1225422717
1105	0.1225276849
1106	0.1225119103
1107	0.1224831878
1108	0.1224729727
1109	0.1224536202
1110	0.1224340326
1111	0.122417105
1112	0.1224005097
1113	0.1223926432
1114	0.1223780008
1115	0.1223661538
1116	0.1223401825
1117	0.1223242326
1118	0.122304763
1119	0.1222941705
1120	0.1222776785
1121	0.122263849
1122	0.1222596351
1123	0.1222435474
1124	0.1222168715
1125	0.12220031
1126	0.1221848538
1127	0.1221603487
1128	0.1221306692
1129	0.1221102174
1130	0.122084869
1131	0.1220627228
1132	0.1220457102
1133	0.1220361233
1134	0.1220189206
1135	0.1220032276
1136	0.1219903465
1137	0.121981733
1138	0.1219779624
1139	0.1219552888
1140	0.1219407366
1141	0.1219241136
1142	0.1219086912
1143	0.1218943274
1144	0.1218839926
1145	0.1218609363
1146	0.1218456407
1147	0.1218263332
1148	0.1218072419
1149	0.1217928546
1150	0.1217858965
1151	0.1217718554
1152	0.1217617765
1153	0.1217556314
1154	0.1217452064
1155	0.1217304868
1156	0.1217134828
1157	0.1216939273
1158	0.1216768869
1159	0.1216614602
1160	0.1216427636
1161	0.1216201767
1162	0.1216037037
1163	0.1215850019
1164	0.1215662792
1165	0.121564544
1166	0.1215547394
1167	0.1215365173
1168	0.121531487
1169	0.121504321
1170	0.1214898452
1171	0.1214777431
1172	0.1214593666
1173	0.1214418708
1174	0.1214257405
1175	0.1214111137
1176	0.121374877
1177	0.1213719645
1178	0.1213465162
1179	0.1213338919
1180	0.1213182934
1181	0.1213073965
1182	0.1212919472
1183	0.1212713974
1184	0.1212548993
1185	0.1212446114
1186	0.1212348674
1187	0.121215344
1188	0.1212024308
1189	0.1211874587
1190	0.1211723765
1191	0.1211608097
1192	0.1211344687
1193	0.121113506
1194	0.1211039433
1195	0.1210907308
1196	0.1210720133
1197	0.1210556141
1198	0.1210379247
1199	0.121017466
1200	0.1210101678
1201	0.1209939872
1202	0.120982443
1203	0.120965551
1204	0.1209508783
1205	0.1209353111
1206	0.1209197178
1207	0.1208894692
1208	0.1208714883
1209	0.1208653336
1210	0.1208591217
1211	0.120850844
1212	0.1208405743
1213	0.1208231009
1214	0.1208023056
1215	0.1207801161
1216	0.1207746042
1217	0.1207538523
1218	0.1207348112
1219	0.1207219613
1220	0.120709972
1221	0.1206985606
1222	0.1206877877
1223	0.1206735427
1224	0.1206644104
1225	0.1206392233
1226	0.1206234956
1227	0.1206145403
1228	0.1205952693
1229	0.1205824567
1230	0.1205626123
1231	0.1205385504
1232	0.1205177881
1233	0.1205108534
1234	0.1204927719
1235	0.1204711081
1236	0.1204561083
1237	0.1204470012
1238	0.1204364729
1239	0.1204354301
1240	0.1204139806
1241	0.1203952701
1242	0.1203804742
1243	0.1203673414
1244	0.1203528734
1245	0.1203373383
1246	0.1203262375
1247	0.1203111787
1248	0.1202943135
1249	0.1202761496
1250	0.1202502493
1251	0.1202350578
1252	0.1202216058
1253	0.1201996114
1254	0.1201868379
1255	0.1201625678
1256	0.1201379152
1257	0.1201201625
1258	0.120096105
1259	0.120079101
1260	0.1200602613
1261	0.1200446125
1262	0.1200251585
1263	0.120015379
1264	0.1199972116
1265	0.1199839608
1266	0.1199664545
1267	0.1199487765
1268	0.1199213666
1269	0.1198896422
1270	0.1198706029
1271	0.1198540145
1272	0.119843206
1273	0.1198311022
1274	0.119808629
1275	0.1197968991
1276	0.1197763172
1277	0.1197586843
1278	0.1197460807
1279	0.1197267161
1280	0.1197180601
1281	0.1196868085
1282	0.1196751863
1283	0.1196537437
1284	0.1196359754
1285	0.11961982
1286	0.1196039595
1287	0.1195860576
1288	0.1195692237
1289	0.1195465353
1290	0.1195330607
1291	0.1195240603
1292	0.1195099801
1293	0.1194862974
1294	0.1194608336
1295	0.1194565303
1296	0.1194373782
1297	0.1194159218
1298	0.1193988701
1299	0.1193827068
1300	0.1193679239
1301	0.1193526751
1302	0.1193354647
1303	0.1193084574
1304	0.1192987837
1305	0.1192771017
1306	0.1192550379
1307	0.1192513567
1308	0.1192405908
1309	0.1192226785
1310	0.1192091527
1311	0.11918125
1312	0.1191650252
1313	0.1191573661
1314	0.1191565184
1315	0.1191449291
1316	0.1191386
1317	0.119123189
1318	0.119113085
1319	0.119096769
1320	0.1190814994
1321	0.1190662593
1322	0.1190509497
1323	0.1190399252
1324	0.1190204781
1325	0.1190009365
1326	0.1190009321
1327	0.1189838033
1328	0.1189644629
1329	0.1189496947
1330	0.1189343001
1331	0.1189217253
1332	0.1189069102
1333	0.1188889545
1334	0.1188790197
1335	0.1188615186
1336	0.1188439803
1337	0.1188337591
1338	0.1188290577
1339	0.1188126558
1340	0.1188037135
1341	0.1187842135
1342	0.1187594394
1343	0.1187458642
1344	0.1187300757
1345	0.1187180188
1346	0.118691644
1347	0.1186679795
1348	0.1186497948
1349	0.118630129
1350	0.1186126384
1351	0.1185983456
1352	0.1185803778
1353	0.1185609958
1354	0.1185385911
1355	0.118519006
1356	0.1184997272
1357	0.1184846233
1358	0.1184679985
1359	0.1184510327
1360	0.1184414944
1361	0.1184298131
1362	0.1184210903
1363	0.1184038539
1364	0.118390073
1365	0.1183682201
1366	0.1183479878
1367	0.118336304
1368	0.1183164578
1369	0.1183016141
1370	0.1182942413
1371	0.1182741262
1372	0.1182700806
1373	0.1182634019
1374	0.1182458097
1375	0.1182271599
1376	0.1182135205
1377	0.118200268
1378	0.1181892583
1379	0.1181818915
1380	0.1181589368
1381	0.1181490332
1382	0.1181353235
1383	0.1181350719
1384	0.1181235077
1385	0.1181155502
1386	0.1181071154
1387	0.1180954125
1388	0.1180938491
1389	0.118073963
1390	0.1180544005
1391	0.1180379067
1392	0.1180379076
1393	0.1180208628
1394	0.1180060652
1395	0.1179990212
1396	0.1179844751
1397	0.1179702631
1398	0.1179630699
1399	0.1179514693
1400	0.117929861
1401	0.1179147597
1402	0.1179033587
1403	0.1178859001
1404	0.117874807
1405	0.1178588407
1406	0.1178496625
1407	0.1178347164
1408	0.1178148963
1409	0.117803169
1410	0.1177971592
1411	0.1177816267
1412	0.1177610196
1413	0.1177474757
1414	0.1177280407
1415	0.1177070155
1416	0.1177060559
1417	0.1176842602
1418	0.1176659757
1419	0.1176483974
1420	0.1176329439
1421	0.1176142091
1422	0.1175954552
1423	0.117570852
1424	0.1175612182
1425	0.1175505668
1426	0.1175265379
1427	0.1175123866
1428	0.1175011183
1429	0.1174889321
1430	0.1174738508
1431	0.1174627239
1432	0.1174476356
1433	0.1174328353
1434	0.11741719
1435	0.1173963678
1436	0.1173953093
1437	0.1173786671
1438	0.1173630036
1439	0.1173491742
1440	0.1173330066
1441	0.1173131995
1442	0.1172987037
1443	0.1172832441
1444	0.1172656528
1445	0.1172489863
1446	0.117234894
1447	0.1172071848
1448	0.1172071805
1449	0.1171868892
1450	0.1171749971
1451	0.1171660462
1452	0.1171486917
1453	0.1171309173
1454	0.1171040575
1455	0.1170909881
1456	0.1170756352
1457	0.117061116
1458	0.1170418624
1459	0.1170402183
1460	0.1170209543
1461	0.1170108381
1462	0.1170014291
1463	0.1169937908
1464	0.1169834717
1465	0.116970194
1466	0.1169578577
1467	0.1169549053
1468	0.1169487706
1469	0.1169437507
1470	0.1169265567
1471	0.1169110042
1472	0.1168952288
1473	0.1168796824
1474	0.1168678111
1475	0.116855277
1476	0.1168360017
1477	0.1168226737
1478	0.1168203816
1479	0.1168023998
1480	0.1167926776
1481	0.1167772232
1482	0.1167610304
1483	0.1167464271
1484	0.1167270294
1485	0.1167215228
1486	0.1167091935
1487	0.116691315
1488	0.1166737506
1489	0.1166636032
1490	0.1166289056
1491	0.1166287902
1492	0.1166178637
1493	0.1165998282
1494	0.1165904313
1495	0.1165712905
1496	0.1165402471
1497	0.1165394151
1498	0.116525806
1499	0.1165023845
1500	0.1164838189
1501	0.116468531
1502	0.1164568792
1503	0.1164397339
1504	0.1164221929
1505	0.1164159575
1506	0.116414611
1507	0.1164028742
1508	0.1163889007
1509	0.1163831521
1510	0.1163614319
1511	0.1163468416
1512	0.1163342615
1513	0.1163342545
